date,sales,promotion,day_of_week,month,year,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28
2015-02-07,599912.595,0.016793501393315473,5,2,2015,437171.135,656211.842,588853.871,569978.908
2015-02-08,622995.232,0.016088055710834076,6,2,2015,599912.595,815295.476,631625.951,694877.34
2015-02-09,458006.152,0.01807866982537824,0,2,2015,622995.232,538303.887,410037.618,442851.544
2015-02-10,400830.76,0.01770377602756834,1,2,2015,458006.152,475250.843,360020.397,393801.993
2015-02-11,400118.489,0.019883540048058115,2,2,2015,400830.76,452146.147,376935.916,400937.971
2015-02-12,384979.143,0.06712805218125804,3,2,2015,400118.489,407492.968,343153.677,371202.145
2015-02-13,493285.468,0.12763975848564832,4,2,2015,384979.143,437171.135,435912.672,423624.936
2015-02-14,562856.068,0.019986962279671113,5,2,2015,493285.468,599912.595,656211.842,621876.434
2015-02-15,434898.672,0.01856554990814044,6,2,2015,562856.068,622995.232,815295.476,678279.031
2015-02-16,420745.115,0.01779007463936925,0,2,2015,434898.672,458006.152,538303.887,448218.897
2015-02-17,483091.216,0.017133021106308006,1,2,2015,420745.115,400830.76,475250.843,405308.777
2015-02-18,497507.003,0.014620877608028363,2,2,2015,483091.216,400118.489,452146.147,413205.592
2015-02-19,436382.921,0.0721025560026443,3,2,2015,497507.003,384979.143,407492.968,364866.539
2015-02-20,483690.015,0.12407382649815502,4,2,2015,436382.921,493285.468,437171.135,416942.182
2015-02-21,572905.075,0.01088596396183085,5,2,2015,483690.015,562856.068,599912.595,588853.871
2015-02-22,691340.068,0.01151579717205108,6,2,2015,572905.075,434898.672,622995.232,631625.951
2015-02-23,443349.891,0.01059188711969256,0,2,2015,691340.068,420745.115,458006.152,410037.618
2015-02-24,407893.278,0.010907041718888046,1,2,2015,443349.891,483091.216,400830.76,360020.397
2015-02-25,395776.954,0.010687277157628535,2,2,2015,407893.278,497507.003,400118.489,376935.916
2015-02-26,354948.227,0.06981386330463343,3,2,2015,395776.954,436382.921,384979.143,343153.677
2015-02-27,436489.425,0.13036350880665665,4,2,2015,354948.227,483690.015,493285.468,435912.672
2015-02-28,635314.4,0.011021273876367354,5,2,2015,436489.425,572905.075,562856.068,656211.842
2015-03-01,820465.979,0.011398850457393554,6,3,2015,635314.4,691340.068,434898.672,815295.476
2015-03-02,546039.788,0.00928807224575364,0,3,2015,820465.979,443349.891,420745.115,538303.887
2015-03-03,492367.241,0.012831812261043582,1,3,2015,546039.788,407893.278,483091.216,475250.843
2015-03-04,483333.548,0.012922210812480163,2,3,2015,492367.241,395776.954,497507.003,452146.147
2015-03-05,428607.809,0.06673388678273008,3,3,2015,483333.548,354948.227,436382.921,407492.968
2015-03-06,463724.975,0.12729122040493937,4,3,2015,428607.809,436489.425,483690.015,437171.135
2015-03-07,657428.927,0.011069289319543433,5,3,2015,463724.975,635314.4,572905.075,599912.595
2015-03-08,659563.412,0.0087041395801379,6,3,2015,657428.927,820465.979,691340.068,622995.232
2015-03-09,480385.95,0.009974078134466673,0,3,2015,659563.412,546039.788,443349.891,458006.152
2015-03-10,457885.764,0.011833187283804699,1,3,2015,480385.95,492367.241,407893.278,400830.76
2015-03-11,425651.727,0.010689067402750135,2,3,2015,457885.764,483333.548,395776.954,400118.489
2015-03-12,382593.983,0.06588664777825322,3,3,2015,425651.727,428607.809,354948.227,384979.143
2015-03-13,434866.995,0.12625550255889162,4,3,2015,382593.983,463724.975,436489.425,493285.468
2015-03-14,616615.761,0.011754472490689383,5,3,2015,434866.995,657428.927,635314.4,562856.068
2015-03-15,662703.872,0.010974598621328109,6,3,2015,616615.761,659563.412,820465.979,434898.672
2015-03-16,466618.194,0.011142088042970738,0,3,2015,662703.872,480385.95,546039.788,420745.115
2015-03-17,415361.516,0.011800570855004295,1,3,2015,466618.194,457885.764,492367.241,483091.216
2015-03-18,398633.0,0.011924303808264746,2,3,2015,415361.516,425651.727,483333.548,497507.003
2015-03-19,373327.383,0.06837688356763265,3,3,2015,398633.0,382593.983,428607.809,436382.921
2015-03-20,467696.132,0.12969562467965845,4,3,2015,373327.383,434866.995,463724.975,483690.015
2015-03-21,624113.228,0.01508653650904512,5,3,2015,467696.132,616615.761,657428.927,572905.075
2015-03-22,646471.402,0.016096362449765412,6,3,2015,624113.228,662703.872,659563.412,691340.068
2015-03-23,462672.732,0.012600956565557877,0,3,2015,646471.402,466618.194,480385.95,443349.891
2015-03-24,407376.722,0.01261251986803507,1,3,2015,462672.732,415361.516,457885.764,407893.278
2015-03-25,408267.19,0.013631937947303578,2,3,2015,407376.722,398633.0,425651.727,395776.954
2015-03-26,367021.635,0.07187593450723961,3,3,2015,408267.19,373327.383,382593.983,354948.227
2015-03-27,436960.229,0.13183786115234758,4,3,2015,367021.635,467696.132,434866.995,436489.425
2015-03-28,590050.704,0.015278263272777995,5,3,2015,436960.229,624113.228,616615.761,635314.4
2015-03-29,641215.77,0.017321562443793296,6,3,2015,590050.704,646471.402,662703.872,820465.979
2015-03-30,437932.835,0.015336253560434672,0,3,2015,641215.77,462672.732,466618.194,546039.788
2015-03-31,443285.893,0.014907882484769258,1,3,2015,437932.835,407376.722,415361.516,492367.241
2015-04-01,557225.473,0.018109803820831428,2,4,2015,443285.893,408267.19,398633.0,483333.548
2015-04-02,524608.902,0.06095211476224626,3,4,2015,557225.473,367021.635,373327.383,428607.809
2015-04-03,510296.962,0.11283259021244182,4,4,2015,524608.902,436960.229,467696.132,463724.975
2015-04-04,653895.196,0.016446580531232408,5,4,2015,510296.962,590050.704,624113.228,657428.927
2015-04-05,659673.577,0.01661073503933901,6,4,2015,653895.196,641215.77,646471.402,659563.412
2015-04-06,519741.817,0.013503581529211455,0,4,2015,659673.577,437932.835,462672.732,480385.95
2015-04-07,464813.218,0.014707709968781481,1,4,2015,519741.817,443285.893,407376.722,457885.764
2015-04-08,461152.213,0.016308825563415435,2,4,2015,464813.218,557225.473,408267.19,425651.727
2015-04-09,398722.316,0.0695371161517832,3,4,2015,461152.213,524608.902,367021.635,382593.983
2015-04-10,445882.298,0.13679837991684524,4,4,2015,398722.316,510296.962,436960.229,434866.995
2015-04-11,610603.017,0.01575947011739053,5,4,2015,445882.298,653895.196,590050.704,616615.761
2015-04-12,659948.147,0.01479083931725927,6,4,2015,610603.017,659673.577,641215.77,662703.872
2015-04-13,453733.756,0.013191293177666949,0,4,2015,659948.147,519741.817,437932.835,466618.194
2015-04-14,403624.397,0.01707088830906324,1,4,2015,453733.756,464813.218,443285.893,415361.516
2015-04-15,438112.288,0.01670007712725921,2,4,2015,403624.397,461152.213,557225.473,398633.0
2015-04-16,418644.426,0.0813563895390309,3,4,2015,438112.288,398722.316,524608.902,373327.383
2015-04-17,456654.23699999996,0.13968175225756202,4,4,2015,418644.426,445882.298,510296.962,467696.132
2015-04-18,629159.661,0.021919625263451214,5,4,2015,456654.23699999996,610603.017,653895.196,624113.228
2015-04-19,684545.95,0.02187029373265593,6,4,2015,629159.661,659948.147,659673.577,646471.402
2015-04-20,481694.771,0.019886678404486977,0,4,2015,684545.95,453733.756,519741.817,462672.732
2015-04-21,426056.313,0.020607883822155688,1,4,2015,481694.771,403624.397,464813.218,407376.722
2015-04-22,421112.256,0.02519242517605567,2,4,2015,426056.313,438112.288,461152.213,408267.19
2015-04-23,392157.068,0.0815021520917736,3,4,2015,421112.256,418644.426,398722.316,367021.635
2015-04-24,437627.53,0.14829056800882706,4,4,2015,392157.068,456654.23699999996,445882.298,436960.229
2015-04-25,588781.513,0.029472362186752282,5,4,2015,437627.53,629159.661,610603.017,590050.704
2015-04-26,625902.817,0.029766213690008047,6,4,2015,588781.513,684545.95,659948.147,641215.77
2015-04-27,425054.148,0.027752287692061298,0,4,2015,625902.817,481694.771,453733.756,437932.835
2015-04-28,374878.821,0.025734857398092382,1,4,2015,425054.148,426056.313,403624.397,443285.893
2015-04-29,398728.33,0.026976555691440335,2,4,2015,374878.821,421112.256,438112.288,557225.473
2015-04-30,432630.142,0.07888362988818287,3,4,2015,398728.33,392157.068,418644.426,524608.902
2015-05-01,674509.4,0.132895356239661,4,5,2015,432630.142,437627.53,456654.23699999996,510296.962
2015-05-02,711118.274,0.031004784725866853,5,5,2015,674509.4,588781.513,629159.661,653895.196
2015-05-03,742888.7849999999,0.03266290390963433,6,5,2015,711118.274,625902.817,684545.95,659673.577
2015-05-04,556293.148,0.030166183172186042,0,5,2015,742888.7849999999,425054.148,481694.771,519741.817
2015-05-05,509495.227,0.029859822415961513,1,5,2015,556293.148,374878.821,426056.313,464813.218
2015-05-06,505028.551,0.03337500813889629,2,5,2015,509495.227,398728.33,421112.256,461152.213
2015-05-07,444084.31,0.08414698100907911,3,5,2015,505028.551,432630.142,392157.068,398722.316
2015-05-08,481348.223,0.1460890424851532,4,5,2015,444084.31,674509.4,437627.53,445882.298
2015-05-09,706709.44,0.025184241206683187,5,5,2015,481348.223,711118.274,588781.513,610603.017
2015-05-10,558168.273,0.02567295866348892,6,5,2015,706709.44,742888.7849999999,625902.817,659948.147
2015-05-11,524885.051,0.024771113170834046,0,5,2015,558168.273,556293.148,425054.148,453733.756
2015-05-12,452208.572,0.02493758787040419,1,5,2015,524885.051,509495.227,374878.821,403624.397
2015-05-13,446946.639,0.0284357882820996,2,5,2015,452208.572,505028.551,398728.33,438112.288
2015-05-14,395613.666,0.06924495879270257,3,5,2015,446946.639,444084.31,432630.142,418644.426
2015-05-15,483538.322,0.12828452302070073,4,5,2015,395613.666,481348.223,674509.4,456654.23699999996
2015-05-16,709804.553,0.01757504646493864,5,5,2015,483538.322,706709.44,711118.274,629159.661
2015-05-17,798187.132,0.016036384811074604,6,5,2015,709804.553,558168.273,742888.7849999999,684545.95
2015-05-18,496603.011,0.017522374627728547,0,5,2015,798187.132,524885.051,556293.148,481694.771
2015-05-19,446458.488,0.015523629153176722,1,5,2015,496603.011,452208.572,509495.227,426056.313
2015-05-20,466238.631,0.02173257496545798,2,5,2015,446458.488,446946.639,505028.551,421112.256
2015-05-21,417064.136,0.06465745354810369,3,5,2015,466238.631,395613.666,444084.31,392157.068
2015-05-22,458729.917,0.13208881469136882,4,5,2015,417064.136,483538.322,481348.223,437627.53
2015-05-23,658885.923,0.014568834550742104,5,5,2015,458729.917,709804.553,706709.44,588781.513
2015-05-24,738101.427,0.015801638600544256,6,5,2015,658885.923,798187.132,558168.273,625902.817
2015-05-25,534852.79,0.015435970708874865,0,5,2015,738101.427,496603.011,524885.051,425054.148
2015-05-26,463157.406,0.014905027773646351,1,5,2015,534852.79,446458.488,452208.572,374878.821
2015-05-27,481810.961,0.016263820531886984,2,5,2015,463157.406,466238.631,446946.639,398728.33
2015-05-28,428569.881,0.0652621899951014,3,5,2015,481810.961,417064.136,395613.666,432630.142
2015-05-29,560540.53,0.1170349965594816,4,5,2015,428569.881,458729.917,483538.322,674509.4
2015-05-30,855868.292,0.013027643510363859,5,5,2015,560540.53,658885.923,709804.553,711118.274
2015-05-31,1023591.506,0.01344553849785463,6,5,2015,855868.292,738101.427,798187.132,742888.7849999999
2015-06-01,812195.203,0.014921612384849311,0,6,2015,1023591.506,534852.79,496603.011,556293.148
2015-06-02,753446.642,0.06594914653558175,1,6,2015,812195.203,463157.406,446458.488,509495.227
2015-06-03,747941.209,0.19234929198826908,2,6,2015,753446.642,481810.961,466238.631,505028.551
2015-06-04,609029.802,0.05681305395298209,3,6,2015,747941.209,428569.881,417064.136,444084.31
2015-06-05,657757.126,0.10295788874509282,4,6,2015,609029.802,560540.53,458729.917,481348.223
2015-06-06,904463.06,0.011131770268207525,5,6,2015,657757.126,855868.292,658885.923,706709.44
2015-06-07,1070699.918,0.012554645586514371,6,6,2015,904463.06,1023591.506,738101.427,558168.273
2015-06-08,696980.812,0.010651099531273753,0,6,2015,1070699.918,812195.203,534852.79,524885.051
2015-06-09,623796.256,0.06336595101333856,1,6,2015,696980.812,753446.642,463157.406,452208.572
2015-06-10,641452.655,0.20022627702741363,2,6,2015,623796.256,747941.209,481810.961,446946.639
2015-06-11,510105.078,0.026693668789550845,3,6,2015,641452.655,609029.802,428569.881,395613.666
2015-06-12,606622.001,0.12044693710342365,4,6,2015,510105.078,657757.126,560540.53,483538.322
2015-06-13,840793.776,0.018955588700742237,5,6,2015,606622.001,904463.06,855868.292,709804.553
2015-06-14,967750.721,0.02939023178469944,6,6,2015,840793.776,1070699.918,1023591.506,798187.132
2015-06-15,666588.779,0.02187736046483915,0,6,2015,967750.721,696980.812,812195.203,496603.011
2015-06-16,672662.824,0.07245486633285385,1,6,2015,666588.779,623796.256,753446.642,446458.488
2015-06-17,677358.804,0.24625361184498606,2,6,2015,672662.824,641452.655,747941.209,466238.631
2015-06-18,556267.039,0.02856567419231899,3,6,2015,677358.804,510105.078,609029.802,417064.136
2015-06-19,659262.571,0.12233098851292136,4,6,2015,556267.039,606622.001,657757.126,458729.917
2015-06-20,936954.654,0.017826040917450846,5,6,2015,659262.571,840793.776,904463.06,658885.923
2015-06-21,790577.421,0.03082373509880445,6,6,2015,936954.654,967750.721,1070699.918,738101.427
2015-06-22,704353.14,0.022633494613227677,0,6,2015,790577.421,666588.779,696980.812,534852.79
2015-06-23,640324.326,0.07535285798278417,1,6,2015,704353.14,672662.824,623796.256,463157.406
2015-06-24,643418.615,0.25629150160661734,2,6,2015,640324.326,677358.804,641452.655,481810.961
2015-06-25,518748.956,0.020957646033315583,3,6,2015,643418.615,556267.039,510105.078,428569.881
2015-06-26,593301.461,0.11361769088918526,4,6,2015,518748.956,659262.571,606622.001,560540.53
2015-06-27,831701.257,0.011667539177471748,5,6,2015,593301.461,936954.654,840793.776,855868.292
2015-06-28,976565.589,0.023978434488950644,6,6,2015,831701.257,790577.421,967750.721,1023591.506
2015-06-29,639104.192,0.015701859142241394,0,6,2015,976565.589,704353.14,666588.779,812195.203
2015-06-30,669553.425,0.06243988670508256,1,6,2015,639104.192,640324.326,672662.824,753446.642
2015-07-01,885955.201,0.21469566721353892,2,7,2015,669553.425,643418.615,677358.804,747941.209
2015-07-02,705693.709,0.02350586917305224,3,7,2015,885955.201,518748.956,556267.039,609029.802
2015-07-03,772807.394,0.11569288505021731,4,7,2015,705693.709,593301.461,659262.571,657757.126
2015-07-04,1018547.843,0.013606314220038067,5,7,2015,772807.394,831701.257,936954.654,904463.06
2015-07-05,982489.682,0.02537267867205958,6,7,2015,1018547.843,976565.589,790577.421,1070699.918
2015-07-06,754955.781,0.01586822208862588,0,7,2015,982489.682,639104.192,704353.14,696980.812
2015-07-07,654829.435,0.06307248085144491,1,7,2015,754955.781,669553.425,640324.326,623796.256
2015-07-08,733198.13,0.22764561606287784,2,7,2015,654829.435,885955.201,643418.615,641452.655
2015-07-09,605039.496,0.021415190389488224,3,7,2015,733198.13,705693.709,518748.956,510105.078
2015-07-10,643991.381,0.11613741302540817,4,7,2015,605039.496,772807.394,593301.461,606622.001
2015-07-11,795026.703,0.014707562596171063,5,7,2015,643991.381,1018547.843,831701.257,840793.776
2015-07-12,898733.942,0.024646784732204982,6,7,2015,795026.703,982489.682,976565.589,967750.721
2015-07-13,647969.078,0.016865889702224343,0,7,2015,898733.942,754955.781,639104.192,666588.779
2015-07-14,601458.605,0.06414081148610386,1,7,2015,647969.078,654829.435,669553.425,672662.824
2015-07-15,664582.684,0.23595004771445413,2,7,2015,601458.605,733198.13,885955.201,677358.804
2015-07-16,584043.727,0.022377644679334088,3,7,2015,664582.684,605039.496,705693.709,556267.039
2015-07-17,653483.171,0.1203818958024858,4,7,2015,584043.727,643991.381,772807.394,659262.571
2015-07-18,826362.336,0.013462340326217384,5,7,2015,653483.171,795026.703,1018547.843,936954.654
2015-07-19,894724.299,0.024160217872880193,6,7,2015,826362.336,898733.942,982489.682,790577.421
2015-07-20,688675.332,0.025577605558841185,0,7,2015,894724.299,647969.078,754955.781,704353.14
2015-07-21,607971.297,0.07021908634611083,1,7,2015,688675.332,601458.605,654829.435,640324.326
2015-07-22,631392.024,0.24952534243606475,2,7,2015,607971.297,664582.684,733198.13,643418.615
2015-07-23,541515.25,0.02978113358765058,3,7,2015,631392.024,584043.727,605039.496,518748.956
2015-07-24,635264.964,0.1253248290267744,4,7,2015,541515.25,653483.171,643991.381,593301.461
2015-07-25,797437.521,0.020997390465152192,5,7,2015,635264.964,826362.336,795026.703,831701.257
2015-07-26,875038.036,0.03512196582960881,6,7,2015,797437.521,894724.299,898733.942,976565.589
2015-07-27,653017.194,0.026892581330714545,0,7,2015,875038.036,688675.332,647969.078,639104.192
2015-07-28,595003.667,0.07381048459992096,1,7,2015,653017.194,607971.297,601458.605,669553.425
2015-07-29,625451.981,0.24666761747773566,2,7,2015,595003.667,631392.024,664582.684,885955.201
2015-07-30,543446.601,0.03344166467608471,3,7,2015,625451.981,541515.25,584043.727,705693.709
2015-07-31,695090.449,0.12206826481656921,4,7,2015,543446.601,635264.964,653483.171,772807.394
2015-08-01,1044907.79,0.01668046230184579,5,8,2015,695090.449,797437.521,826362.336,1018547.843
2015-08-02,1043516.663,0.025928217496992666,6,8,2015,1044907.79,875038.036,894724.299,982489.682
2015-08-03,811175.01,0.01944698222397162,0,8,2015,1043516.663,653017.194,688675.332,754955.781
2015-08-04,726646.358,0.07094062115976366,1,8,2015,811175.01,595003.667,607971.297,654829.435
2015-08-05,724373.594,0.22557990152247323,2,8,2015,726646.358,625451.981,631392.024,733198.13
2015-08-06,583419.212,0.03039259015693847,3,8,2015,724373.594,543446.601,541515.25,605039.496
2015-08-07,663747.518,0.12352094249187082,4,8,2015,583419.212,695090.449,635264.964,643991.381
2015-08-08,784102.216,0.01968714624828965,5,8,2015,663747.518,1044907.79,797437.521,795026.703
2015-08-09,679412.125,0.03427120468301916,6,8,2015,784102.216,1043516.663,875038.036,898733.942
2015-08-10,785485.934,0.023541723918381458,0,8,2015,679412.125,811175.01,653017.194,647969.078
2015-08-11,668367.509,0.06613724845203389,1,8,2015,785485.934,726646.358,595003.667,601458.605
2015-08-12,678071.732,0.21285635602930578,2,8,2015,668367.509,724373.594,625451.981,664582.684
2015-08-13,557902.478,0.029359688558329006,3,8,2015,678071.732,583419.212,543446.601,584043.727
2015-08-14,734582.205,0.11237887936585668,4,8,2015,557902.478,663747.518,695090.449,653483.171
2015-08-15,936369.0260000001,0.01888635731101169,5,8,2015,734582.205,784102.216,1044907.79,826362.336
2015-08-16,913924.625,0.029198761331110868,6,8,2015,936369.0260000001,679412.125,1043516.663,894724.299
2015-08-17,694771.188,0.0237745725287618,0,8,2015,913924.625,785485.934,811175.01,688675.332
2015-08-18,629480.643,0.06847883486069324,1,8,2015,694771.188,668367.509,726646.358,607971.297
2015-08-19,653740.36,0.20774820297158952,2,8,2015,629480.643,678071.732,724373.594,631392.024
2015-08-20,569518.976,0.03201061205728815,3,8,2015,653740.36,557902.478,583419.212,541515.25
2015-08-21,653299.705,0.12317918465920631,4,8,2015,569518.976,734582.205,663747.518,635264.964
2015-08-22,803273.158,0.023278067757867244,5,8,2015,653299.705,936369.0260000001,784102.216,797437.521
2015-08-23,865758.549,0.033143691197902336,6,8,2015,803273.158,913924.625,679412.125,875038.036
2015-08-24,681604.99,0.025304898369361995,0,8,2015,865758.549,694771.188,785485.934,653017.194
2015-08-25,624798.338,0.0704187676632392,1,8,2015,681604.99,629480.643,668367.509,595003.667
2015-08-26,640083.991,0.21531846747905933,2,8,2015,624798.338,653740.36,678071.732,625451.981
2015-08-27,548046.327,0.026816780399661358,3,8,2015,640083.991,569518.976,557902.478,543446.601
2015-08-28,635857.232,0.12311187018157561,4,8,2015,548046.327,653299.705,734582.205,695090.449
2015-08-29,877177.097,0.01979444636594291,5,8,2015,635857.232,803273.158,936369.0260000001,1044907.79
2015-08-30,975702.602,0.030269371978163484,6,8,2015,877177.097,865758.549,913924.625,1043516.663
2015-08-31,776180.552,0.01997897133604038,0,8,2015,975702.602,681604.99,694771.188,811175.01
2015-09-01,906571.993,0.0627465567425708,1,9,2015,776180.552,624798.338,629480.643,726646.358
2015-09-02,879035.174,0.1909916337432022,2,9,2015,906571.993,640083.991,653740.36,724373.594
2015-09-03,707108.042,0.05909881873469062,3,9,2015,879035.174,548046.327,569518.976,583419.212
2015-09-04,736399.303,0.15038455705871304,4,9,2015,707108.042,635857.232,653299.705,663747.518
2015-09-05,1052984.395,0.05564218261753062,5,9,2015,736399.303,877177.097,803273.158,784102.216
2015-09-06,1147656.583,0.07330112530709894,6,9,2015,1052984.395,975702.602,865758.549,679412.125
2015-09-07,767407.776,0.07129960721169445,0,9,2015,1147656.583,776180.552,681604.99,785485.934
2015-09-08,677362.236,0.11448194611191759,1,9,2015,767407.776,906571.993,624798.338,668367.509
2015-09-09,705710.5,0.24868673910902558,2,9,2015,677362.236,879035.174,640083.991,678071.732
2015-09-10,577766.795,0.07829550848452617,3,9,2015,705710.5,707108.042,548046.327,557902.478
2015-09-11,651334.168,0.1629417865884168,4,9,2015,577766.795,736399.303,635857.232,734582.205
2015-09-12,921527.436,0.06662492792021442,5,9,2015,651334.168,1052984.395,877177.097,936369.0260000001
2015-09-13,1023347.319,0.07940499231424673,6,9,2015,921527.436,1147656.583,975702.602,913924.625
2015-09-14,688417.19,0.07449674520765526,0,9,2015,1023347.319,767407.776,776180.552,694771.188
2015-09-15,682150.354,0.1279706233209695,1,9,2015,688417.19,677362.236,906571.993,629480.643
2015-09-16,742200.668,0.2536303699473362,2,9,2015,682150.354,705710.5,879035.174,653740.36
2015-09-17,593633.802,0.08112994212549911,3,9,2015,742200.668,577766.795,707108.042,569518.976
2015-09-18,653807.875,0.1651307916717889,4,9,2015,593633.802,651334.168,736399.303,653299.705
2015-09-19,935899.4809999999,0.06618748301239843,5,9,2015,653807.875,921527.436,1052984.395,803273.158
2015-09-20,1037566.86,0.0797114067425014,6,9,2015,935899.4809999999,1023347.319,1147656.583,865758.549
2015-09-21,717756.377,0.07699604597173784,0,9,2015,1037566.86,688417.19,767407.776,681604.99
2015-09-22,641941.095,0.12656257035546228,1,9,2015,717756.377,682150.354,677362.236,624798.338
2015-09-23,690427.816,0.26312612961120907,2,9,2015,641941.095,742200.668,705710.5,640083.991
2015-09-24,557498.611,0.059222630063198486,3,9,2015,690427.816,593633.802,577766.795,548046.327
2015-09-25,646093.875,0.148432451863129,4,9,2015,557498.611,653807.875,651334.168,635857.232
2015-09-26,890493.06,0.05074657853032566,5,9,2015,646093.875,935899.4809999999,921527.436,877177.097
2015-09-27,1018088.165,0.06686150408201631,6,9,2015,890493.06,1037566.86,1023347.319,975702.602
2015-09-28,671266.832,0.06078775243285073,0,9,2015,1018088.165,717756.377,688417.19,776180.552
2015-09-29,609173.329,0.10649460656213332,1,9,2015,671266.832,641941.095,682150.354,906571.993
2015-09-30,711196.539,0.24174361174724446,2,9,2015,609173.329,690427.816,742200.668,879035.174
2015-10-01,796390.8589999999,0.04905940036662325,3,10,2015,711196.539,557498.611,593633.802,707108.042
2015-10-02,830735.388,0.1358042857324383,4,10,2015,796390.8589999999,646093.875,653807.875,736399.303
2015-10-03,1179378.177,0.03740980362399906,5,10,2015,830735.388,890493.06,935899.4809999999,1052984.395
2015-10-04,1234139.939,0.046986567866028686,6,10,2015,1179378.177,1018088.165,1037566.86,1147656.583
2015-10-05,809534.838,0.04406481145163514,0,10,2015,1234139.939,671266.832,717756.377,767407.776
2015-10-06,696205.276,0.08983350335885706,1,10,2015,809534.838,609173.329,641941.095,677362.236
2015-10-07,720594.331,0.2226926678389314,2,10,2015,696205.276,711196.539,690427.816,705710.5
2015-10-08,603070.03,0.051034573878592504,3,10,2015,720594.331,796390.8589999999,557498.611,577766.795
2015-10-09,873935.597,0.1334020772242328,4,10,2015,603070.03,830735.388,646093.875,651334.168
2015-10-10,867567.973,0.03921315108297572,5,10,2015,873935.597,1179378.177,890493.06,921527.436
2015-10-11,973345.2039999999,0.05207451250769198,6,10,2015,867567.973,1234139.939,1018088.165,1023347.319
2015-10-12,721646.758,0.04615341734826999,0,10,2015,973345.2039999999,809534.838,671266.832,688417.19
2015-10-13,585164.744,0.09697386177455695,1,10,2015,721646.758,696205.276,609173.329,682150.354
2015-10-14,688205.106,0.23647833993257236,2,10,2015,585164.744,720594.331,711196.539,742200.668
2015-10-15,577956.792,0.0261689787356976,3,10,2015,688205.106,603070.03,796390.8589999999,593633.802
2015-10-16,693836.352,0.12136554932192427,4,10,2015,577956.792,873935.597,830735.388,653807.875
2015-10-17,958059.958,0.018864387191098952,5,10,2015,693836.352,867567.973,1179378.177,935899.4809999999
2015-10-18,1071480.103,0.02733484823282808,6,10,2015,958059.958,973345.2039999999,1234139.939,1037566.86
2015-10-19,699277.488,0.020133638278943135,0,10,2015,1071480.103,721646.758,809534.838,717756.377
2015-10-20,660357.844,0.06445659483981232,1,10,2015,699277.488,585164.744,696205.276,641941.095
2015-10-21,672853.346,0.2190083216142615,2,10,2015,660357.844,688205.106,720594.331,690427.816
2015-10-22,547071.184,0.02215852772826726,3,10,2015,672853.346,577956.792,603070.03,557498.611
2015-10-23,639040.606,0.11651856752276553,4,10,2015,547071.184,693836.352,873935.597,646093.875
2015-10-24,859952.711,0.013730401508089437,5,10,2015,639040.606,958059.958,867567.973,890493.06
2015-10-25,1018790.142,0.02149946107350536,6,10,2015,859952.711,1071480.103,973345.2039999999,1018088.165
2015-10-26,649916.352,0.015022662485648616,0,10,2015,1018790.142,699277.488,721646.758,671266.832
2015-10-27,587184.579,0.06104401968635487,1,10,2015,649916.352,660357.844,585164.744,609173.329
2015-10-28,599518.122,0.21614010026539282,2,10,2015,587184.579,672853.346,688205.106,711196.539
2015-10-29,511881.069,0.033060329879087594,3,10,2015,599518.122,547071.184,577956.792,796390.8589999999
2015-10-30,636080.891,0.12918128993125186,4,10,2015,511881.069,639040.606,693836.352,830735.388
2015-10-31,915996.852,0.02921339188183149,5,10,2015,636080.891,859952.711,958059.958,1179378.177
2015-11-01,819260.388,0.04191292842050603,6,11,2015,915996.852,1018790.142,1071480.103,1234139.939
2015-11-02,762565.7949999999,0.03922586640540309,0,11,2015,819260.388,649916.352,699277.488,809534.838
2015-11-03,1033459.133,0.07315692279048251,1,11,2015,762565.7949999999,587184.579,660357.844,696205.276
2015-11-04,855542.692,0.21912489669188828,2,11,2015,1033459.133,599518.122,672853.346,720594.331
2015-11-05,649668.671,0.0394921921669823,3,11,2015,855542.692,511881.069,547071.184,603070.03
2015-11-06,671271.788,0.13528020784332442,4,11,2015,649668.671,636080.891,639040.606,873935.597
2015-11-07,929728.344,0.03341662131793628,5,11,2015,671271.788,915996.852,859952.711,867567.973
2015-11-08,1077374.426,0.04392530475751241,6,11,2015,929728.344,819260.388,1018790.142,973345.2039999999
2015-11-09,683672.902,0.03884658134366133,0,11,2015,1077374.426,762565.7949999999,649916.352,721646.758
2015-11-10,623563.179,0.08365289157010984,1,11,2015,683672.902,1033459.133,587184.579,585164.744
2015-11-11,689789.591,0.22767200759339956,2,11,2015,623563.179,855542.692,599518.122,688205.106
2015-11-12,506943.664,0.03977294210742912,3,11,2015,689789.591,649668.671,511881.069,577956.792
2015-11-13,626697.025,0.13486557240318797,4,11,2015,506943.664,671271.788,636080.891,693836.352
2015-11-14,867602.333,0.03935111363975551,5,11,2015,626697.025,929728.344,915996.852,958059.958
2015-11-15,1056161.462,0.05344849346529176,6,11,2015,867602.333,1077374.426,819260.388,1071480.103
2015-11-16,716513.709,0.04776825700623126,0,11,2015,1056161.462,683672.902,762565.7949999999,699277.488
2015-11-17,619125.988,0.09162220953322346,1,11,2015,716513.709,623563.179,1033459.133,660357.844
2015-11-18,683994.187,0.2524545066053317,2,11,2015,619125.988,689789.591,855542.692,672853.346
2015-11-19,560457.265,0.05360222424808785,3,11,2015,683994.187,506943.664,649668.671,547071.184
